Project_2023-06-29T13:12:29Z_2023-06-29T14:53:27Z,Project,2023-06-29T13:12:29Z,2023-06-29T14:53:27Z,1.68,null,2023
Project_2023-06-29T19:15:08Z_2023-06-29T20:45:31Z,Project,2023-06-29T19:15:08Z,2023-06-29T20:45:31Z,1.51,null,2023
Project_2023-06-30T08:25:22Z_2023-06-30T10:02:45Z,Project,2023-06-30T08:25:22Z,2023-06-30T10:02:45Z,1.62,null,2023
Project_2023-06-30T14:33:03Z_2023-06-30T15:02:36Z,Project,2023-06-30T14:33:03Z,2023-06-30T15:02:36Z,0.49,null,2023
Project_2023-07-02T20:16:04Z_2023-07-02T21:11:24Z,Project,2023-07-02T20:16:04Z,2023-07-02T21:11:24Z,0.92,null,2023
Project_2023-07-03T06:47:44Z_2023-07-03T07:33:26Z,Project,2023-07-03T06:47:44Z,2023-07-03T07:33:26Z,0.76,null,2023
Project_2023-07-05T19:22:47Z_2023-07-05T19:57:39Z,Project,2023-07-05T19:22:47Z,2023-07-05T19:57:39Z,0.58,null,2023
Project_2023-07-06T14:14:47Z_2023-07-06T14:31:15Z,Project,2023-07-06T14:14:47Z,2023-07-06T14:31:15Z,0.27,null,2023
Blogging_2023-07-07T13:13:12Z_2023-07-07T14:18:47Z,Blogging,2023-07-07T13:13:12Z,2023-07-07T14:18:47Z,1.09,null,2023
Project_2023-07-09T18:31:07Z_2023-07-09T20:50:30Z,Project,2023-07-09T18:31:07Z,2023-07-09T20:50:30Z,2.32,null,2023
Study_2023-07-10T11:32:44Z_2023-07-10T11:59:09Z,Study,2023-07-10T11:32:44Z,2023-07-10T11:59:09Z,0.44,Arithmetic Logic Unit,2023
Study_2023-07-10T12:09:22Z_2023-07-10T12:34:23Z,Study,2023-07-10T12:09:22Z,2023-07-10T12:34:23Z,0.42,Programming Throwdown podcast: origins of the internet,2023
Project_2023-07-10T18:49:14Z_2023-07-10T20:23:14Z,Project,2023-07-10T18:49:14Z,2023-07-10T20:23:14Z,1.57,null,2023
Study_2023-07-11T06:57:24Z_2023-07-11T07:35:54Z,Study,2023-07-11T06:57:24Z,2023-07-11T07:35:54Z,0.64,revise notes on computer architecture,2023
Study_2023-07-11T07:35:57Z_2023-07-11T08:00:00Z,Study,2023-07-11T07:35:57Z,2023-07-11T08:00:00Z,0.4,further notes on ALU,2023
Project_2023-07-11T14:23:56Z_2023-07-11T14:38:18Z,Project,2023-07-11T14:23:56Z,2023-07-11T14:38:18Z,0.24,code metrics website integration,2023
Project_2023-07-11T18:55:35Z_2023-07-11T19:37:36Z,Project,2023-07-11T18:55:35Z,2023-07-11T19:37:36Z,0.7,pocket api lambda,2023
Study_2023-07-12T06:51:09Z_2023-07-12T07:45:00Z,Study,2023-07-12T06:51:09Z,2023-07-12T07:45:00Z,0.9,ALU,2023
Project_2023-07-13T06:56:35Z_2023-07-13T08:00:00Z,Project,2023-07-13T06:56:35Z,2023-07-13T08:00:00Z,1.06,pocket api lambda,2023
Project_2023-07-13T13:55:22Z_2023-07-13T16:05:53Z,Project,2023-07-13T13:55:22Z,2023-07-13T16:05:53Z,2.18,pocket api lambda,2023
Project_2023-07-13T20:09:56Z_2023-07-13T20:45:56Z,Project,2023-07-13T20:09:56Z,2023-07-13T20:45:56Z,0.6,pocket api lambda,2023
Project_2023-07-14T14:07:58Z_2023-07-14T16:00:00Z,Project,2023-07-14T14:07:58Z,2023-07-14T16:00:00Z,1.87,pocket api lambda,2023
Project_2023-07-14T20:23:44Z_2023-07-14T21:15:31Z,Project,2023-07-14T20:23:44Z,2023-07-14T21:15:31Z,0.86,pocket api lambda,2023
Study_2023-07-15T10:19:40Z_2023-07-15T11:44:35Z,Study,2023-07-15T10:19:40Z,2023-07-15T11:44:35Z,1.42,memory,2023
Project_2023-07-15T11:44:39Z_2023-07-15T12:44:27Z,Project,2023-07-15T11:44:39Z,2023-07-15T12:44:27Z,1.0,pocket api lambda,2023
Project_2023-07-15T12:47:46Z_2023-07-15T13:45:00Z,Project,2023-07-15T12:47:46Z,2023-07-15T13:45:00Z,0.95,code metrics website integration,2023
Project_2023-07-15T17:51:09Z_2023-07-15T18:27:20Z,Project,2023-07-15T17:51:09Z,2023-07-15T18:27:20Z,0.6,pocket api lambda,2023
Project_2023-07-16T10:56:44Z_2023-07-16T12:52:31Z,Project,2023-07-16T10:56:44Z,2023-07-16T12:52:31Z,1.93,meridian,2023
Project_2023-07-16T20:26:03Z_2023-07-16T21:25:33Z,Project,2023-07-16T20:26:03Z,2023-07-16T21:25:33Z,0.99,pocket api lambda,2023
Project_2023-07-17T19:17:16Z_2023-07-17T19:55:42Z,Project,2023-07-17T19:17:16Z,2023-07-17T19:55:42Z,0.64,pocket api lambda,2023
Study_2023-07-18T10:06:56Z_2023-07-18T10:22:58Z,Study,2023-07-18T10:06:56Z,2023-07-18T10:22:58Z,0.27,python exercises,2023
Project_2023-07-18T11:24:17Z_2023-07-18T12:32:47Z,Project,2023-07-18T11:24:17Z,2023-07-18T12:32:47Z,1.14,pocket api lambda,2023
Project_2023-07-18T14:48:54Z_2023-07-18T17:10:27Z,Project,2023-07-18T14:48:54Z,2023-07-18T17:10:27Z,2.36,pocket api lambda,2023
Project_2023-07-19T11:56:19Z_2023-07-19T13:52:24Z,Project,2023-07-19T11:56:19Z,2023-07-19T13:52:24Z,1.93,pocket api lambda,2023
Project_2023-07-19T14:41:13Z_2023-07-19T15:40:36Z,Project,2023-07-19T14:41:13Z,2023-07-19T15:40:36Z,0.99,pocket api lambda,2023
Project_2023-07-19T19:20:19Z_2023-07-19T20:40:19Z,Project,2023-07-19T19:20:19Z,2023-07-19T20:40:19Z,1.33,pocket api lambda,2023
Study_2023-07-20T08:41:25Z_2023-07-20T09:59:17Z,Study,2023-07-20T08:41:25Z,2023-07-20T09:59:17Z,1.3,memory,2023
Study_2023-07-20T10:36:27Z_2023-07-20T11:15:00Z,Study,2023-07-20T10:36:27Z,2023-07-20T11:15:00Z,0.64,memory,2023
Project_2023-07-20T11:57:43Z_2023-07-20T14:56:41Z,Project,2023-07-20T11:57:43Z,2023-07-20T14:56:41Z,2.98,pocket api lambda,2023
Project_2023-07-22T12:16:14Z_2023-07-22T13:29:51Z,Project,2023-07-22T12:16:14Z,2023-07-22T13:29:51Z,1.23,meridian,2023
Project_2023-07-22T14:22:22Z_2023-07-22T15:12:23Z,Project,2023-07-22T14:22:22Z,2023-07-22T15:12:23Z,0.83,meridian,2023
Project_2023-07-22T15:45:43Z_2023-07-22T18:45:00Z,Project,2023-07-22T15:45:43Z,2023-07-22T18:45:00Z,2.99,pocket api lambda,2023
Project_2023-07-30T18:58:03Z_2023-07-30T20:06:46Z,Project,2023-07-30T18:58:03Z,2023-07-30T20:06:46Z,1.15,meridian,2023
Project_2023-07-31T06:50:05Z_2023-07-31T07:44:42Z,Project,2023-07-31T06:50:05Z,2023-07-31T07:44:42Z,0.91,meridian,2023
Project_2023-07-31T21:11:37Z_2023-07-31T22:00:36Z,Project,2023-07-31T21:11:37Z,2023-07-31T22:00:36Z,0.82,meridian,2023
Project_2023-08-01T13:43:28Z_2023-08-01T15:06:31Z,Project,2023-08-01T13:43:28Z,2023-08-01T15:06:31Z,1.38,meridian,2023
Project_2023-08-02T14:18:33Z_2023-08-02T15:34:54Z,Project,2023-08-02T14:18:33Z,2023-08-02T15:34:54Z,1.27,meridian,2023
Project_2023-08-02T19:15:39Z_2023-08-02T20:38:41Z,Project,2023-08-02T19:15:39Z,2023-08-02T20:38:41Z,1.38,pocket api lambda,2023
Project_2023-08-02T20:38:57Z_2023-08-02T21:27:34Z,Project,2023-08-02T20:38:57Z,2023-08-02T21:27:34Z,0.81,alienblood vscode theme,2023
Project_2023-08-03T21:23:13Z_2023-08-03T21:34:19Z,Project,2023-08-03T21:23:13Z,2023-08-03T21:34:19Z,0.18,pocket api lambda,2023
Project_2023-08-04T08:30:00Z_2023-08-04T09:45:00Z,Project,2023-08-04T08:30:00Z,2023-08-04T09:45:00Z,1.25,pocket api lambda,2023
Project_2023-08-04T13:35:39Z_2023-08-04T13:35:42Z,Project,2023-08-04T13:35:39Z,2023-08-04T13:35:42Z,0.0,meridian,2023
Project_2023-08-04T13:35:44Z_2023-08-04T15:31:26Z,Project,2023-08-04T13:35:44Z,2023-08-04T15:31:26Z,1.93,pocket api lambda-,2023
Project_2023-08-06T18:59:41Z_2023-08-06T19:58:24Z,Project,2023-08-06T18:59:41Z,2023-08-06T19:58:24Z,0.98,get AWS secret lambda,2023
Project_2023-08-07T06:27:25Z_2023-08-07T07:41:23Z,Project,2023-08-07T06:27:25Z,2023-08-07T07:41:23Z,1.23,get AWS secret lambda,2023
Blogging_2023-08-07T19:13:38Z_2023-08-07T21:00:38Z,Blogging,2023-08-07T19:13:38Z,2023-08-07T21:00:38Z,1.78,recommended articles blog post,2023
Blogging_2023-08-08T07:01:13Z_2023-08-08T08:00:00Z,Blogging,2023-08-08T07:01:13Z,2023-08-08T08:00:00Z,0.98,recommended articles blog post,2023
Project_2023-08-08T20:13:06Z_2023-08-08T21:31:51Z,Project,2023-08-08T20:13:06Z,2023-08-08T21:31:51Z,1.31,code metrics lambda,2023
Project_2023-08-09T06:55:44Z_2023-08-09T07:37:15Z,Project,2023-08-09T06:55:44Z,2023-08-09T07:37:15Z,0.69,code metrics lambda,2023
Project_2023-08-09T19:48:15Z_2023-08-09T21:17:43Z,Project,2023-08-09T19:48:15Z,2023-08-09T21:17:43Z,1.49,code metrics lambda,2023
Project_2023-08-14T06:45:00Z_2023-08-14T08:00:00Z,Project,2023-08-14T06:45:00Z,2023-08-14T08:00:00Z,1.25,alienblood vscode theme,2023
Project_2023-08-14T18:55:55Z_2023-08-14T20:00:55Z,Project,2023-08-14T18:55:55Z,2023-08-14T20:00:55Z,1.08,meridian,2023
Project_2023-08-15T06:30:55Z_2023-08-15T06:47:03Z,Project,2023-08-15T06:30:55Z,2023-08-15T06:47:03Z,0.27,meridian,2023
Project_2023-08-15T07:13:03Z_2023-08-15T07:37:22Z,Project,2023-08-15T07:13:03Z,2023-08-15T07:37:22Z,0.41,google sheets lambda,2023
Exercise_2023-08-15T13:33:58Z_2023-08-15T14:30:00Z,Exercise,2023-08-15T13:33:58Z,2023-08-15T14:30:00Z,0.93,python exercises,2023
Exercise_2023-08-15T17:40:12Z_2023-08-15T17:53:10Z,Exercise,2023-08-15T17:40:12Z,2023-08-15T17:53:10Z,0.22,python exercises,2023
Exercise_2023-08-15T18:45:07Z_2023-08-15T19:56:48Z,Exercise,2023-08-15T18:45:07Z,2023-08-15T19:56:48Z,1.19,python exercises,2023
Project_2023-08-15T19:58:27Z_2023-08-15T21:08:45Z,Project,2023-08-15T19:58:27Z,2023-08-15T21:08:45Z,1.17,meridian,2023
Project_2023-08-16T08:30:27Z_2023-08-16T09:45:00Z,Project,2023-08-16T08:30:27Z,2023-08-16T09:45:00Z,1.24,meridian,2023
Project_2023-08-16T20:20:45Z_2023-08-16T21:36:28Z,Project,2023-08-16T20:20:45Z,2023-08-16T21:36:28Z,1.26,meridian,2023
Project_2023-08-17T18:30:33Z_2023-08-17T21:16:35Z,Project,2023-08-17T18:30:33Z,2023-08-17T21:16:35Z,2.77,meridian,2023
Study_2023-08-18T10:39:44Z_2023-08-18T12:33:21Z,Study,2023-08-18T10:39:44Z,2023-08-18T12:33:21Z,1.89,python imports,2023
Study_2023-08-18T19:55:57Z_2023-08-18T20:17:29Z,Study,2023-08-18T19:55:57Z,2023-08-18T20:17:29Z,0.36,python imports,2023
Exercise_2023-08-20T17:46:05Z_2023-08-20T19:46:23Z,Exercise,2023-08-20T17:46:05Z,2023-08-20T19:46:23Z,2.0,python exercises,2023
Project_2023-08-20T20:30:52Z_2023-08-20T22:24:03Z,Project,2023-08-20T20:30:52Z,2023-08-20T22:24:03Z,1.89,create lambdas monorepo,2023
Project_2023-08-21T06:55:00Z_2023-08-21T08:00:00Z,Project,2023-08-21T06:55:00Z,2023-08-21T08:00:00Z,1.08,create lambdas monorepo,2023
Project_2023-08-21T13:43:12Z_2023-08-21T14:39:26Z,Project,2023-08-21T13:43:12Z,2023-08-21T14:39:26Z,0.94,create lambdas monorepo,2023
Project_2023-08-21T18:28:45Z_2023-08-21T19:32:45Z,Project,2023-08-21T18:28:45Z,2023-08-21T19:32:45Z,1.07,meridian,2023
Project_2023-08-21T19:32:51Z_2023-08-21T19:55:28Z,Project,2023-08-21T19:32:51Z,2023-08-21T19:55:28Z,0.38,google sheets lambda,2023
Study_2023-08-21T20:50:04Z_2023-08-21T21:30:44Z,Study,2023-08-21T20:50:04Z,2023-08-21T21:30:44Z,0.68,memory addresses,2023
Project_2023-08-22T15:01:53Z_2023-08-22T16:25:38Z,Project,2023-08-22T15:01:53Z,2023-08-22T16:25:38Z,1.4,google sheets lambda,2023
Project_2023-08-23T16:01:49Z_2023-08-23T17:58:13Z,Project,2023-08-23T16:01:49Z,2023-08-23T17:58:13Z,1.94,google sheets lambda,2023
Blogging_2023-08-23T20:36:01Z_2023-08-23T21:12:37Z,Blogging,2023-08-23T20:36:01Z,2023-08-23T21:12:37Z,0.61,updating blogs,2023
Blogging_2023-08-23T21:12:39Z_2023-08-23T21:24:12Z,Blogging,2023-08-23T21:12:39Z,2023-08-23T21:24:12Z,0.19,updating blogs,2023
Project_2023-08-24T12:53:33Z_2023-08-24T13:22:01Z,Project,2023-08-24T12:53:33Z,2023-08-24T13:22:01Z,0.47,google sheets lambda,2023
Project_2023-08-24T20:24:11Z_2023-08-24T21:02:11Z,Project,2023-08-24T20:24:11Z,2023-08-24T21:02:11Z,0.63,google sheets lambda,2023
Study_2023-08-25T07:03:07Z_2023-08-25T08:00:00Z,Study,2023-08-25T07:03:07Z,2023-08-25T08:00:00Z,0.95,memory addresses,2023
Project_2023-08-25T10:13:03Z_2023-08-25T14:18:00Z,Project,2023-08-25T10:13:03Z,2023-08-25T14:18:00Z,4.08,google sheets lambda,2023
Project_2023-08-26T13:50:28Z_2023-08-26T15:57:55Z,Project,2023-08-26T13:50:28Z,2023-08-26T15:57:55Z,2.12,google sheets lambda,2023
Project_2023-08-27T20:12:32Z_2023-08-27T21:18:32Z,Project,2023-08-27T20:12:32Z,2023-08-27T21:18:32Z,1.1,google sheets lambda,2023
Study_2023-08-28T08:36:40Z_2023-08-28T09:30:00Z,Study,2023-08-28T08:36:40Z,2023-08-28T09:30:00Z,0.89,python lambdas,2023
Project_2023-08-28T10:10:45Z_2023-08-28T12:19:23Z,Project,2023-08-28T10:10:45Z,2023-08-28T12:19:23Z,2.14,google sheets lambda,2023
Project_2023-08-28T15:18:13Z_2023-08-28T17:00:00Z,Project,2023-08-28T15:18:13Z,2023-08-28T17:00:00Z,1.7,google sheets lambda,2023
Project_2023-08-28T18:57:11Z_2023-08-28T20:27:34Z,Project,2023-08-28T18:57:11Z,2023-08-28T20:27:34Z,1.51,google sheets lambda,2023
Project_2023-08-30T09:38:06Z_2023-08-30T10:38:09Z,Project,2023-08-30T09:38:06Z,2023-08-30T10:38:09Z,1.0,save articles lambda,2023
Project_2023-08-30T17:44:15Z_2023-08-30T18:37:50Z,Project,2023-08-30T17:44:15Z,2023-08-30T18:37:50Z,0.89,save articles lambda,2023
Project_2023-08-30T20:28:12Z_2023-08-30T21:00:12Z,Project,2023-08-30T20:28:12Z,2023-08-30T21:00:12Z,0.53,save articles lambda,2023
Study_2023-08-31T19:44:28Z_2023-08-31T20:45:00Z,Study,2023-08-31T19:44:28Z,2023-08-31T20:45:00Z,1.01,list and dictionary methods,2023
Study_2023-09-01T08:00:12Z_2023-09-01T09:45:38Z,Study,2023-09-01T08:00:12Z,2023-09-01T09:45:38Z,1.76,improve python notes,2023
Study_2023-09-04T07:00:28Z_2023-09-04T07:34:28Z,Study,2023-09-04T07:00:28Z,2023-09-04T07:34:28Z,0.57,improve python notes,2023
Project_2023-09-04T07:34:46Z_2023-09-04T08:14:34Z,Project,2023-09-04T07:34:46Z,2023-09-04T08:14:34Z,0.66,save articles lambda,2023
Project_2023-09-04T14:00:00Z_2023-09-04T16:15:00Z,Project,2023-09-04T14:00:00Z,2023-09-04T16:15:00Z,2.25,save articles lambda,2023
Study_2023-09-05T08:00:09Z_2023-09-05T08:45:53Z,Study,2023-09-05T08:00:09Z,2023-09-05T08:45:53Z,0.76,list comprehension in python,2023
Project_2023-09-08T08:00:00Z_2023-09-08T14:30:00Z,Project,2023-09-08T08:00:00Z,2023-09-08T14:30:00Z,6.5,exlibris lambda,2023
Project_2023-09-10T11:15:00Z_2023-09-10T18:30:00Z,Project,2023-09-10T11:15:00Z,2023-09-10T18:30:00Z,7.25,exlibris lambda,2023
Project_2023-09-11T07:15:00Z_2023-09-11T08:15:00Z,Project,2023-09-11T07:15:00Z,2023-09-11T08:15:00Z,1.0,exlibris lambda,2023
Study_2023-09-11T18:16:15Z_2023-09-11T18:41:49Z,Study,2023-09-11T18:16:15Z,2023-09-11T18:41:49Z,0.43,improve python notes,2023
Blogging_2023-09-11T18:42:07Z_2023-09-11T19:27:04Z,Blogging,2023-09-11T18:42:07Z,2023-09-11T19:27:04Z,0.75,systems obscure color scheme,2023
Blogging_2023-09-12T07:00:00Z_2023-09-12T08:15:00Z,Blogging,2023-09-12T07:00:00Z,2023-09-12T08:15:00Z,1.25,systems obscure color scheme,2023
Blogging_2023-09-12T13:33:26Z_2023-09-12T15:00:00Z,Blogging,2023-09-12T13:33:26Z,2023-09-12T15:00:00Z,1.44,systems obscure color scheme,2023
Study_2023-09-13T07:32:16Z_2023-09-13T08:45:00Z,Study,2023-09-13T07:32:16Z,2023-09-13T08:45:00Z,1.21,list comprehension in python,2023
Project_2023-09-18T19:00:00Z_2023-09-18T20:15:00Z,Project,2023-09-18T19:00:00Z,2023-09-18T20:15:00Z,1.25,refactor saved-articles-lambda,2023
Study_2023-09-19T07:21:39Z_2023-09-19T09:00:00Z,Study,2023-09-19T07:21:39Z,2023-09-19T09:00:00Z,1.64,testing in python,2023
Project_2023-09-19T20:39:03Z_2023-09-19T21:06:48Z,Project,2023-09-19T20:39:03Z,2023-09-19T21:06:48Z,0.46,refactor saved-articles-lambda,2023
Study_2023-09-20T14:09:06Z_2023-09-20T15:00:00Z,Study,2023-09-20T14:09:06Z,2023-09-20T15:00:00Z,0.85,testing in python,2023
Project_2023-09-20T19:00:28Z_2023-09-20T22:09:07Z,Project,2023-09-20T19:00:28Z,2023-09-20T22:09:07Z,3.14,refactor saved-articles-lambda,2023
Project_2023-09-21T19:09:38Z_2023-09-21T21:09:50Z,Project,2023-09-21T19:09:38Z,2023-09-21T21:09:50Z,2.0,add tests pocket lambda,2023
Blogging_2023-09-21T21:10:02Z_2023-09-21T21:39:54Z,Blogging,2023-09-21T21:10:02Z,2023-09-21T21:39:54Z,0.5,pytest blog post,2023
Blogging_2023-09-22T10:15:33Z_2023-09-22T10:30:05Z,Blogging,2023-09-22T10:15:33Z,2023-09-22T10:30:05Z,0.24,pytest blog post,2023
Project_2023-09-22T10:30:35Z_2023-09-22T13:11:48Z,Project,2023-09-22T10:30:35Z,2023-09-22T13:11:48Z,2.69,refactor saved-articles-lambda,2023
Project_2023-09-22T13:34:18Z_2023-09-22T13:55:56Z,Project,2023-09-22T13:34:18Z,2023-09-22T13:55:56Z,0.36,refactor saved-articles-lambda,2023
Project_2023-09-22T13:55:59Z_2023-09-22T15:25:20Z,Project,2023-09-22T13:55:59Z,2023-09-22T15:25:20Z,1.49,add tests pocket lambda,2023
Project_2023-09-23T12:00:02Z_2023-09-23T15:38:21Z,Project,2023-09-23T12:00:02Z,2023-09-23T15:38:21Z,3.64,add tests pocket lambda,2023
Project_2023-09-23T15:49:58Z_2023-09-23T16:28:37Z,Project,2023-09-23T15:49:58Z,2023-09-23T16:28:37Z,0.64,toggl lambda,2023
Project_2023-09-23T17:42:21Z_2023-09-23T18:24:16Z,Project,2023-09-23T17:42:21Z,2023-09-23T18:24:16Z,0.7,toggl lambda,2023
Project_2023-09-24T18:54:10Z_2023-09-24T22:36:30Z,Project,2023-09-24T18:54:10Z,2023-09-24T22:36:30Z,3.71,toggl lambda,2023
Project_2023-09-25T07:00:00Z_2023-09-25T07:53:54Z,Project,2023-09-25T07:00:00Z,2023-09-25T07:53:54Z,0.9,toggl lambda,2023
Project_2023-09-25T18:26:56Z_2023-09-25T21:30:10Z,Project,2023-09-25T18:26:56Z,2023-09-25T21:30:10Z,3.05,toggl lambda,2023
Blogging_2023-09-25T21:30:25Z_2023-09-25T21:37:28Z,Blogging,2023-09-25T21:30:25Z,2023-09-25T21:37:28Z,0.12,systems obscure tweaks,2023
Blogging_2023-09-26T13:41:32Z_2023-09-26T15:00:49Z,Blogging,2023-09-26T13:41:32Z,2023-09-26T15:00:49Z,1.32,systems obscure tweaks,2023
Study_2023-09-26T18:40:14Z_2023-09-26T20:26:05Z,Study,2023-09-26T18:40:14Z,2023-09-26T20:26:05Z,1.76,Jest testing,2023
Project_2023-09-26T20:52:29Z_2023-09-26T22:04:50Z,Project,2023-09-26T20:52:29Z,2023-09-26T22:04:50Z,1.21,toggl lambda,2023
Project_2023-09-27T06:51:36Z_2023-09-27T07:55:46Z,Project,2023-09-27T06:51:36Z,2023-09-27T07:55:46Z,1.07,toggl lambda,2023
Project_2023-09-27T20:26:10Z_2023-09-27T21:45:10Z,Project,2023-09-27T20:26:10Z,2023-09-27T21:45:10Z,1.32,toggl lambda,2023
Study_2023-09-28T07:03:21Z_2023-09-28T08:00:00Z,Study,2023-09-28T07:03:21Z,2023-09-28T08:00:00Z,0.94,exception handling in Python,2023
Study_2023-09-29T07:56:33Z_2023-09-29T08:15:24Z,Study,2023-09-29T07:56:33Z,2023-09-29T08:15:24Z,0.31,technical articles,2023
Study_2023-09-29T08:15:39Z_2023-09-29T09:42:48Z,Study,2023-09-29T08:15:39Z,2023-09-29T09:42:48Z,1.45,pytest,2023
Project_2023-09-29T09:42:56Z_2023-09-29T10:38:13Z,Project,2023-09-29T09:42:56Z,2023-09-29T10:38:13Z,0.92,refactor saved-articles-lambda,2023
Project_2023-09-29T11:00:00Z_2023-09-29T15:45:00Z,Project,2023-09-29T11:00:00Z,2023-09-29T15:45:00Z,4.75,refactor saved-articles-lambda,2023
Project_2023-10-01T17:43:02Z_2023-10-01T18:00:00Z,Project,2023-10-01T17:43:02Z,2023-10-01T18:00:00Z,0.28,refactor saved-articles-lambda,2023
Project_2023-10-01T18:55:45Z_2023-10-01T21:22:06Z,Project,2023-10-01T18:55:45Z,2023-10-01T21:22:06Z,2.44,refactor saved-articles-lambda,2023
Blogging_2023-10-03T20:00:00Z_2023-10-03T21:15:00Z,Blogging,2023-10-03T20:00:00Z,2023-10-03T21:15:00Z,1.25,error handling blog post,2023
Study_2023-10-05T19:35:20Z_2023-10-05T21:15:00Z,Study,2023-10-05T19:35:20Z,2023-10-05T21:15:00Z,1.66,Jest testing,2023
Project_2023-10-05T21:15:00Z_2023-10-05T22:00:00Z,Project,2023-10-05T21:15:00Z,2023-10-05T22:00:00Z,0.75,refactor saved-articles-lambda,2023
Project_2023-10-06T16:19:46Z_2023-10-06T17:30:00Z,Project,2023-10-06T16:19:46Z,2023-10-06T17:30:00Z,1.17,refactor saved-articles-lambda,2023
Project_2023-10-06T18:26:06Z_2023-10-06T19:38:19Z,Project,2023-10-06T18:26:06Z,2023-10-06T19:38:19Z,1.2,refactor saved-articles-lambda,2023
Study_2023-10-13T09:12:45Z_2023-10-13T11:27:29Z,Study,2023-10-13T09:12:45Z,2023-10-13T11:27:29Z,2.25,memory,2023
Exercise_2023-10-13T11:27:43Z_2023-10-13T12:15:00Z,Exercise,2023-10-13T11:27:43Z,2023-10-13T12:15:00Z,0.79,advent of code python,2023
Exercise_2023-10-15T16:02:50Z_2023-10-15T17:18:11Z,Exercise,2023-10-15T16:02:50Z,2023-10-15T17:18:11Z,1.26,advent of code python,2023
Study_2023-10-15T17:18:28Z_2023-10-15T17:32:55Z,Study,2023-10-15T17:18:28Z,2023-10-15T17:32:55Z,0.24,typehinting python,2023
Project_2023-10-15T19:55:16Z_2023-10-15T21:17:20Z,Project,2023-10-15T19:55:16Z,2023-10-15T21:17:20Z,1.37,refactor saved-articles-lambda,2023
Study_2023-10-16T06:30:35Z_2023-10-16T06:58:35Z,Study,2023-10-16T06:30:35Z,2023-10-16T06:58:35Z,0.47,CPU,2023
Project_2023-10-16T07:03:29Z_2023-10-16T08:00:00Z,Project,2023-10-16T07:03:29Z,2023-10-16T08:00:00Z,0.94,activities lambda,2023
Blogging_2023-10-16T17:20:58Z_2023-10-16T18:11:58Z,Blogging,2023-10-16T17:20:58Z,2023-10-16T18:11:58Z,0.85,systems obscure edits,2023
Project_2023-10-19T15:34:03Z_2023-10-19T15:38:59Z,Project,2023-10-19T15:34:03Z,2023-10-19T15:38:59Z,0.08,refactor saved-articles-lambda,2023
Project_2023-10-19T15:39:01Z_2023-10-19T17:33:51Z,Project,2023-10-19T15:39:01Z,2023-10-19T17:33:51Z,1.91,activities lambda,2023
Study_2023-10-20T10:30:27Z_2023-10-20T12:00:00Z,Study,2023-10-20T10:30:27Z,2023-10-20T12:00:00Z,1.49,AWS step functions,2023
Project_2023-10-20T13:35:09Z_2023-10-20T14:59:32Z,Project,2023-10-20T13:35:09Z,2023-10-20T14:59:32Z,1.41,activities lambda,2023
Project_2023-10-20T18:23:18Z_2023-10-20T20:01:35Z,Project,2023-10-20T18:23:18Z,2023-10-20T20:01:35Z,1.64,activities lambda,2023
Project_2023-10-22T17:31:16Z_2023-10-22T19:24:31Z,Project,2023-10-22T17:31:16Z,2023-10-22T19:24:31Z,1.89,activities lambda,2023
